goodreads_link,animal,pronoun,pronoun_extra,pronoun_group,animal_book_rank,num_ratings,title,author,decade_category,manual_rank,avg_ratings,book_cover_image,description,num_reviews,ISBN,pub_date,pub_year,publisher,decade,animal_group
https://www.goodreads.com/book/show/160988.The_Best_Nest,bird,she/her,,she/her,32,14608,The Best Nest,P.D. Eastman,1960s,,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320398047i/160988.jpg,"Back in 1957, Theodor Geisel responded to an article in Life magazine that lamented the use of boring reading primers in schools. Using the pseudonym of ""Dr. Seuss"" (Seuss was Geisel's middle name) and only two hundred twenty-three words, Geisel created a replacement for those dull primers: ""The Cat in the Hat."" The instant success of the book prompted Geisel and his wife to found Beginner Books, and Geisel wrote many popular books in this series, including ""Hop on Pop, "" ""Fox in Socks, "" and ""Green Eggs and Ham."" Other favorite titles in this series are ""Go, Dog, Go!"" and ""Are You My Mother?"" by P. D. Eastman, ""A Fly Went By, "" by Mike McClintock, and ""Put Me in the Zoo, "" by Robert Lopshire. These affordable hardcover books combine large print, easy vocabulary, and large, bright illustrations in stories kids will want to read again and again. Grades 1 - Grades 2.Show more",240.0,9780394800516.0,"July 12, 1968",1968,Random House Books for Young Readers,1960.0,bird
https://www.goodreads.com/book/show/767680.If_You_Give_a_Mouse_a_Cookie,mouse,he/him,,he/him,2,301011,If You Give a Mouse a Cookie,Laura Joffe Numeroff,1980s,,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1276046901i/767680.jpg,"""If you give a mouse a cookie, he's going to ask for a glass of milk...""If a hungry little traveler shows up at your house, you might want to give him a cookie. If you give him a cookie, he's going to ask for a glass of milk. He'll want to look in a mirror to make sure he doesn't have a milk mustache, and then he'll ask for a pair of scissors to give himself a trim...The consequences of giving a cookie to this energetic mouse run the young host ragged, but readers of all ages will come away smiling at the antics that tumble like dominoes through the pages of this delightful picture book.This book is a great first introduction to Mouse, the star of the'If You Give...' Series,and a perennial favorite among children. With its spare, rhythmic text and circular tale,'If You Give a Mouse a Cookie' (1985)is perfect for beginning readers and story time. Sure to inspire giggles and requests to""read it again!""The award-winningIf You Give a Mouse a Cookie, one of the most beloved children’s books of all time, is from the #1 Best-Selling teamLaura NumeroffandFelicia Bond.Age: Preschool-2+Show more",4966.0,9780060245863.0,"January 1, 1985",1985,Harper Collins Publishers,1980.0,mouse
https://www.goodreads.com/book/show/125507.The_True_Story_of_the_3_Little_Pigs,pig,he/him,,he/him,4,192544,The True Story of the 3 Little Pigs,Jon Scieszka,1980s,,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644190639i/125507.jpg,"You thought you knew the story of the “The Three Little Pigs”… You thought wrong.In this hysterical and clever fracture fairy tale picture book that twists point of view and perspective, young readers will finally hear the other side of the story of “The Three Little Pigs.”",4032.0,9780140544510.0,"October 1, 1989",1989,Puffin Books,1980.0,pig
https://www.goodreads.com/book/show/125507.The_True_Story_of_the_3_Little_Pigs,pig,he/him,,he/him,4,192544,The True Story of the 3 Little Pigs,Jon Scieszka,1980s,,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644190639i/125507.jpg,"You thought you knew the story of the “The Three Little Pigs”… You thought wrong.In this hysterical and clever fracture fairy tale picture book that twists point of view and perspective, young readers will finally hear the other side of the story of “The Three Little Pigs.”",4032.0,9780140544510.0,"October 1, 1989",1989,Puffin Books,1980.0,pig
https://www.goodreads.com/book/show/125507.The_True_Story_of_the_3_Little_Pigs,pig,he/him,,he/him,4,192544,The True Story of the 3 Little Pigs,Jon Scieszka,1980s,,4.32,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1644190639i/125507.jpg,"You thought you knew the story of the “The Three Little Pigs”… You thought wrong.In this hysterical and clever fracture fairy tale picture book that twists point of view and perspective, young readers will finally hear the other side of the story of “The Three Little Pigs.”",4032.0,9780140544510.0,"October 1, 1989",1989,Puffin Books,1980.0,pig
https://www.goodreads.com/book/show/301736.Guess_How_Much_I_Love_You,rabbit,he/him,,he/him,5,143250,Guess How Much I Love You,Sam McBratney,1980s,,4.39,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320457007i/301736.jpg,"""Guess how much I love you,"" says Little Nutbrown Hare. Little Nutbrown Hare shows his daddy how much he loves him: as wide as he can reach and as far as he can hop. But Big Nutbrown Hare, who can reach farther and hop higher, loves him back just as much. Well then Little Nutbrown Hare loves him right up to the moon, but that's just halfway to Big Nutbrown Hare's love for him.",2222.0,9780763600136.0,"January 1, 1988",1988,Candlewick,1980.0,rabbit
https://www.goodreads.com/book/show/301736.Guess_How_Much_I_Love_You,rabbit,he/him,,he/him,5,143250,Guess How Much I Love You,Sam McBratney,1980s,,4.39,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320457007i/301736.jpg,"""Guess how much I love you,"" says Little Nutbrown Hare. Little Nutbrown Hare shows his daddy how much he loves him: as wide as he can reach and as far as he can hop. But Big Nutbrown Hare, who can reach farther and hop higher, loves him back just as much. Well then Little Nutbrown Hare loves him right up to the moon, but that's just halfway to Big Nutbrown Hare's love for him.",2222.0,9780763600136.0,"January 1, 1988",1988,Candlewick,1980.0,rabbit
https://www.goodreads.com/book/show/967494.The_Mitten,mole,he/him,,he/him,6,92545,The Mitten,Jan Brett,1980s,,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more",1757.0,9780399219207.0,"October 5, 1989",1989,G.P. Putnam's Sons,1980.0,mole
https://www.goodreads.com/book/show/967494.The_Mitten,rabbit,he/him,,he/him,6,92545,The Mitten,Jan Brett,1980s,,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more",1757.0,9780399219207.0,"October 5, 1989",1989,G.P. Putnam's Sons,1980.0,rabbit
https://www.goodreads.com/book/show/967494.The_Mitten,hedgehog,he/him,,he/him,6,92545,The Mitten,Jan Brett,1980s,,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more",1757.0,9780399219207.0,"October 5, 1989",1989,G.P. Putnam's Sons,1980.0,hedgehog
https://www.goodreads.com/book/show/967494.The_Mitten,owl,he/him,,he/him,6,92545,The Mitten,Jan Brett,1980s,,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more",1757.0,9780399219207.0,"October 5, 1989",1989,G.P. Putnam's Sons,1980.0,owl
https://www.goodreads.com/book/show/967494.The_Mitten,badger,he/him,,he/him,6,92545,The Mitten,Jan Brett,1980s,,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more",1757.0,9780399219207.0,"October 5, 1989",1989,G.P. Putnam's Sons,1980.0,badger
https://www.goodreads.com/book/show/967494.The_Mitten,fox,he/him,,he/him,6,92545,The Mitten,Jan Brett,1980s,,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more",1757.0,9780399219207.0,"October 5, 1989",1989,G.P. Putnam's Sons,1980.0,fox
https://www.goodreads.com/book/show/967494.The_Mitten,bear,he/him,,he/him,6,92545,The Mitten,Jan Brett,1980s,,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more",1757.0,9780399219207.0,"October 5, 1989",1989,G.P. Putnam's Sons,1980.0,bear
https://www.goodreads.com/book/show/967494.The_Mitten,mouse,she/her,,she/her,6,92545,The Mitten,Jan Brett,1980s,,4.28,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348985792i/967494.jpg,"When Nicki drops his white mitten in the snow, he goes on without realizing that it is missing.One by one, woodland animals find it and crawl in; first, a curious mole, then a rabbit, a badger and others, each one larger than the last. Finally, a big brown bear is followed in by a tiny brown mouse and what happens next makes for a wonderfully funny climax.As the story of the animals in the mitten unfolds, the reader can see Nicki in the boarders of each page, walking through the woods unaware of what is going on.Once again Jan Brett has created a dramatic and beautiful picture book in her distinctive style. She brings the animals to life with warmth and humor, and her illustrations are full of visual delights and details faithful to the Ukrainian tradition from which the story comes.Show more",1757.0,9780399219207.0,"October 5, 1989",1989,G.P. Putnam's Sons,1980.0,mouse
https://www.goodreads.com/book/show/556511.The_Very_Busy_Spider,spider,she/her,,she/her,11,40504,The Very Busy Spider,Eric Carle,1980s,,4.22,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348983154i/556511.jpg,"From bestselling author and illustrator Eric Carle, the creator of The Very Hungry Caterpillar , comes another classic tale about one very busy spider. A perfect gift to share with the child or grandchild in your life.Early one morning a little spider spins her web on a fence post. One by one, the animals of the nearby farm try to distract her, yet the busy little spider keeps diligently at her work. When she is done, she is able to show everyone that not only is her creation quite beautiful, it is also quite useful!This multi-sensory board book allows children to feel the pictures as well as see them, and is the perfect size for little hands. With its rhythmic text, The Very Busy Spider becomes an experience to touch, to see, and to hear.""A beautifully executed work for the very young that satisfies the needs of both visually handicapped and sighted children without losing its artistic integrity.""— The Horn Book , starred review""Both sighted and blind children will follow the action with ease . . . Visually and verbally, this is a winner.""— Booklist , starred review.Show more",889.0,9780399229190.0,"January 1, 1984",1984,World of Eric Carle,1980.0,spider
https://www.goodreads.com/book/show/132390.The_Little_Mermaid,seagull,he/him,,he/him,13,39196,The Little Mermaid,Walt Disney Company,1980s,,4.39,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362466465i/132390.jpg,"Ariel is tired of living under the sea—she wants to be human and walk on land.More than anything else in the world, Princess Ariel longs to visit the world of humans. She gets her chance after making a deal with an evil sea witch. She even falls in love with a human named Prince Eric, but will the Little Mermaid remain with the prince of her dreams without losing everything she loves? Can Flounder, Sebastian, and Scuttle help make the little mermaid’s dream come true?Find out in this full-color retelling of Disney’s classic film,The Little Mermaid.Show more",332.0,9780736421775.0,"January 1, 1989",1989,Golden/Disney,1980.0,bird
https://www.goodreads.com/book/show/132390.The_Little_Mermaid,crab,he/him,,he/him,13,39196,The Little Mermaid,Walt Disney Company,1980s,,4.39,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362466465i/132390.jpg,"Ariel is tired of living under the sea—she wants to be human and walk on land.More than anything else in the world, Princess Ariel longs to visit the world of humans. She gets her chance after making a deal with an evil sea witch. She even falls in love with a human named Prince Eric, but will the Little Mermaid remain with the prince of her dreams without losing everything she loves? Can Flounder, Sebastian, and Scuttle help make the little mermaid’s dream come true?Find out in this full-color retelling of Disney’s classic film,The Little Mermaid.Show more",332.0,9780736421775.0,"January 1, 1989",1989,Golden/Disney,1980.0,crab
https://www.goodreads.com/book/show/900065.The_Berenstain_Bears_and_the_Messy_Room,bear,he/him,,he/him,15,34655,The Berenstain Bears and the Messy Room,Stan Berenstain,1980s,,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344371748i/900065.jpg,"""The room shared by Brother and Sister is a mess because the cubs argue over who should neaten up instead of working together. Sure to make toddlers smile while they absorb an implied lesson.""--Publishers Weekly.",368.0,9780394856391.0,"April 1, 1983",1983,Random House Books for Young Readers,1980.0,bear
https://www.goodreads.com/book/show/900065.The_Berenstain_Bears_and_the_Messy_Room,bear,he/him,,he/him,15,34655,The Berenstain Bears and the Messy Room,Stan Berenstain,1980s,,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344371748i/900065.jpg,"""The room shared by Brother and Sister is a mess because the cubs argue over who should neaten up instead of working together. Sure to make toddlers smile while they absorb an implied lesson.""--Publishers Weekly.",368.0,9780394856391.0,"April 1, 1983",1983,Random House Books for Young Readers,1980.0,bear
https://www.goodreads.com/book/show/900065.The_Berenstain_Bears_and_the_Messy_Room,bear,she/her,,she/her,15,34655,The Berenstain Bears and the Messy Room,Stan Berenstain,1980s,,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344371748i/900065.jpg,"""The room shared by Brother and Sister is a mess because the cubs argue over who should neaten up instead of working together. Sure to make toddlers smile while they absorb an implied lesson.""--Publishers Weekly.",368.0,9780394856391.0,"April 1, 1983",1983,Random House Books for Young Readers,1980.0,bear
https://www.goodreads.com/book/show/900065.The_Berenstain_Bears_and_the_Messy_Room,bear,she/her,,she/her,15,34655,The Berenstain Bears and the Messy Room,Stan Berenstain,1980s,,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344371748i/900065.jpg,"""The room shared by Brother and Sister is a mess because the cubs argue over who should neaten up instead of working together. Sure to make toddlers smile while they absorb an implied lesson.""--Publishers Weekly.",368.0,9780394856391.0,"April 1, 1983",1983,Random House Books for Young Readers,1980.0,bear
https://www.goodreads.com/book/show/1007759.Five_Little_Monkeys_Jumping_on_the_Bed,monkey,he/him,,he/him,17,30997,Five Little Monkeys Jumping on the Bed,Eileen Christelow,1980s,,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347288052i/1007759.jpg,"“NO MORE MONKEYS JUMPING ON THE BED!” The nursery rhyme “Five Little Monkeys” has long been a favorite song and finger play with the preschool set, but Eileen Christelow gives it new life as a hilarious picture book. Her expressive pencil and watercolor illustrations capture both the glee and the pratfalls of those misbehaving monkeys. A sure-fire hit at story hour, this rhythmic romp is a counting lesson, too, as the five bouncy bed-jumpers bump their heads and get hauled off to the doctor one by one. This board book edition is just the right size for small human hands. (IRA/CBC Children’s Choice Award, 1990)",835.0,9780395900239.0,"March 1, 1989",1989,Houghton Mifflin Harcourt,1980.0,monkey
https://www.goodreads.com/book/show/1007759.Five_Little_Monkeys_Jumping_on_the_Bed,monkey,he/him,,he/him,17,30997,Five Little Monkeys Jumping on the Bed,Eileen Christelow,1980s,,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347288052i/1007759.jpg,"“NO MORE MONKEYS JUMPING ON THE BED!” The nursery rhyme “Five Little Monkeys” has long been a favorite song and finger play with the preschool set, but Eileen Christelow gives it new life as a hilarious picture book. Her expressive pencil and watercolor illustrations capture both the glee and the pratfalls of those misbehaving monkeys. A sure-fire hit at story hour, this rhythmic romp is a counting lesson, too, as the five bouncy bed-jumpers bump their heads and get hauled off to the doctor one by one. This board book edition is just the right size for small human hands. (IRA/CBC Children’s Choice Award, 1990)",835.0,9780395900239.0,"March 1, 1989",1989,Houghton Mifflin Harcourt,1980.0,monkey
https://www.goodreads.com/book/show/1007759.Five_Little_Monkeys_Jumping_on_the_Bed,monkey,he/him,,he/him,17,30997,Five Little Monkeys Jumping on the Bed,Eileen Christelow,1980s,,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347288052i/1007759.jpg,"“NO MORE MONKEYS JUMPING ON THE BED!” The nursery rhyme “Five Little Monkeys” has long been a favorite song and finger play with the preschool set, but Eileen Christelow gives it new life as a hilarious picture book. Her expressive pencil and watercolor illustrations capture both the glee and the pratfalls of those misbehaving monkeys. A sure-fire hit at story hour, this rhythmic romp is a counting lesson, too, as the five bouncy bed-jumpers bump their heads and get hauled off to the doctor one by one. This board book edition is just the right size for small human hands. (IRA/CBC Children’s Choice Award, 1990)",835.0,9780395900239.0,"March 1, 1989",1989,Houghton Mifflin Harcourt,1980.0,monkey
https://www.goodreads.com/book/show/1007759.Five_Little_Monkeys_Jumping_on_the_Bed,monkey,she/her,,she/her,17,30997,Five Little Monkeys Jumping on the Bed,Eileen Christelow,1980s,,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347288052i/1007759.jpg,"“NO MORE MONKEYS JUMPING ON THE BED!” The nursery rhyme “Five Little Monkeys” has long been a favorite song and finger play with the preschool set, but Eileen Christelow gives it new life as a hilarious picture book. Her expressive pencil and watercolor illustrations capture both the glee and the pratfalls of those misbehaving monkeys. A sure-fire hit at story hour, this rhythmic romp is a counting lesson, too, as the five bouncy bed-jumpers bump their heads and get hauled off to the doctor one by one. This board book edition is just the right size for small human hands. (IRA/CBC Children’s Choice Award, 1990)",835.0,9780395900239.0,"March 1, 1989",1989,Houghton Mifflin Harcourt,1980.0,monkey
https://www.goodreads.com/book/show/1007759.Five_Little_Monkeys_Jumping_on_the_Bed,monkey,she/her,,she/her,17,30997,Five Little Monkeys Jumping on the Bed,Eileen Christelow,1980s,,4.13,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347288052i/1007759.jpg,"“NO MORE MONKEYS JUMPING ON THE BED!” The nursery rhyme “Five Little Monkeys” has long been a favorite song and finger play with the preschool set, but Eileen Christelow gives it new life as a hilarious picture book. Her expressive pencil and watercolor illustrations capture both the glee and the pratfalls of those misbehaving monkeys. A sure-fire hit at story hour, this rhythmic romp is a counting lesson, too, as the five bouncy bed-jumpers bump their heads and get hauled off to the doctor one by one. This board book edition is just the right size for small human hands. (IRA/CBC Children’s Choice Award, 1990)",835.0,9780395900239.0,"March 1, 1989",1989,Houghton Mifflin Harcourt,1980.0,monkey
https://www.goodreads.com/book/show/920143.Little_Red_Riding_Hood,wolf,he/him,,he/him,22,24610,Little Red Riding Hood,Trina Schart Hyman,1980s,,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1314485414i/920143.jpg,"""Once upon a time, there was a little girl who lived with her mother in a house on the edge of a village...""Everyone loves the little girl who wears a red-hooded cloak, but no one more than her grandmother.One day, Grandmother gets sick, and Little Red Riding Hood sets out to visit her, carrying a basket of food as a present.In this faithful retelling of the Grimms' version,Trina Schart Hymanmagnificently illustrates the child's journey through a forest and her scary encounter along the way with a sly, hungry wolf.Trina Schart Hymanis a great admirer of the Brothers Grimm, and has wanted to retell and illustrate'Little Red Riding Hood'ever since she was a little girl. She has illustrated other Grimms' tales, including'Snow White' (1974),translated by Paul Heins;'Sleeping Beauty' (1971);and'Rapunzel' (1982),retold by Barbara Rogasky.Caldecott Medal Nominee(1984)Age Rating: 2–6+ / Preschool - 3+ / Lexile Score 870Edition MSRP: N/A(ISBN 0-8234-0470-6)Printed in the United States of AmericaShow more",873.0,9780823404704.0,"January 1, 1983",1983,Holiday House,1980.0,wolf
https://www.goodreads.com/book/show/770038.Is_Your_Mama_a_Llama_,bat,she/her,,she/her,24,22842,Is Your Mama a Llama?,Deborah Guarino,1980s,,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328835648i/770038.jpg,"Lloyd the Llama discovers what kind of animal his mama really is in this delightful guessing game picture book, filled with whimsical riddles and endearing illustrations. Rhyming questions and answers will charm and amuse children. Full-color illustrations.",562.0,9780590259385.0,"January 1, 1989",1989,Scholastic Press,1980.0,bat
https://www.goodreads.com/book/show/770038.Is_Your_Mama_a_Llama_,duck,she/her,,she/her,24,22842,Is Your Mama a Llama?,Deborah Guarino,1980s,,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328835648i/770038.jpg,"Lloyd the Llama discovers what kind of animal his mama really is in this delightful guessing game picture book, filled with whimsical riddles and endearing illustrations. Rhyming questions and answers will charm and amuse children. Full-color illustrations.",562.0,9780590259385.0,"January 1, 1989",1989,Scholastic Press,1980.0,duck
https://www.goodreads.com/book/show/770038.Is_Your_Mama_a_Llama_,seal,she/her,,she/her,24,22842,Is Your Mama a Llama?,Deborah Guarino,1980s,,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328835648i/770038.jpg,"Lloyd the Llama discovers what kind of animal his mama really is in this delightful guessing game picture book, filled with whimsical riddles and endearing illustrations. Rhyming questions and answers will charm and amuse children. Full-color illustrations.",562.0,9780590259385.0,"January 1, 1989",1989,Scholastic Press,1980.0,seal
https://www.goodreads.com/book/show/770038.Is_Your_Mama_a_Llama_,kangaroo,she/her,,she/her,24,22842,Is Your Mama a Llama?,Deborah Guarino,1980s,,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328835648i/770038.jpg,"Lloyd the Llama discovers what kind of animal his mama really is in this delightful guessing game picture book, filled with whimsical riddles and endearing illustrations. Rhyming questions and answers will charm and amuse children. Full-color illustrations.",562.0,9780590259385.0,"January 1, 1989",1989,Scholastic Press,1980.0,kangaroo
https://www.goodreads.com/book/show/770038.Is_Your_Mama_a_Llama_,llama,she/her,,she/her,24,22842,Is Your Mama a Llama?,Deborah Guarino,1980s,,4.18,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328835648i/770038.jpg,"Lloyd the Llama discovers what kind of animal his mama really is in this delightful guessing game picture book, filled with whimsical riddles and endearing illustrations. Rhyming questions and answers will charm and amuse children. Full-color illustrations.",562.0,9780590259385.0,"January 1, 1989",1989,Scholastic Press,1980.0,llama
https://www.goodreads.com/book/show/132609.Where_s_Spot_,dog,he/him,,he/him,26,20475,Where's Spot?,Eric Hill,1980s,,4.15,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387700896i/132609.jpg,"This bigger, brighter paperback edition of Eric Hill's iconic first lift-the-flap book celebrates 30 years since first publication in hardback. The simple text and colourful pictures will engage a whole new generation of pre-readers as they lift the picture flaps in search of Spot. A number 1 bestseller since it was first published in 1980, this interactive favourite has stayed in the charts ever since.",605.0,9780140504200.0,"January 1, 1980",1980,Gardners Books,1980.0,dog
https://www.goodreads.com/book/show/1918702.Lon_Po_Po,wolf,he/him,,he/him,31,18301,Lon Po Po: A Red-Riding Hood Story from China,Ed Young,1980s,,4.06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1265127897i/1918702.jpg,"Long, long ago a good woman lived contentedly with her three daughters—Shang, tao, and Paotze—in the country-side of northern China...But one day she had to leave to visit their granny, so she warned her children to close the door tight and to latch it.Son after, to their surprise, there was a knock at the door and a voice saying that it was their granny, their Po Po. What could the children do but let her in? But what a low voice she had, what thorny hands, and what a hairy face!The Chinese tale of Lon Po Po, Granny Wolf, like the European tale of Little Red Riding Hood, comes from an ancient oral tradition and is thought to be over a thousand years old. It is a favorite tale of artist Ed young, who translated and illustrated this version. Using a dramatic style that combines techniques used in ancient Chinese panel art with a powerful contemporary palette or watercolors and pastels, Mr. Young has created a book of classic beauty and charm.Ed Youngwas born in Tientsin, China, grew up in Shanghai, and brings his Eastern heritage to his artwork. From the authentic Oriental papercut technique ofThe Emperor and the Kiteto the rich and glowing pastels ofYeh Shin,Mr. Young attains a versatility of feeling, theme, and style.Cats are Cats,his much lauded collaboration with anthologist Nancy Larrick, was named one of the Ten Best Illustrated Children's Books of 1988 as well as an ALA Notable Book for Children.1990 Caldecott Medal WinnerEdition MSRP: $16⁹⁹ USA / $25⁵⁰ CAN(ISBN 0-399-21619-7)Show more",1313.0,9780399216190.0,"November 1, 1989",1989,Philomel Books,1980.0,wolf
https://www.goodreads.com/book/show/1129315.The_Berenstain_Bears_Trouble_at_School,bear,he/him,,he/him,33,17469,The Berenstain Bears' Trouble at School,Stan Berenstain,1980s,,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344369313i/1129315.jpg,"Get ready to go back to school with the Berenstain Bears! This story is a perfect way to teach children about responsibility and the importance of doing your schoolwork--with over 50 bonus stickers that make a great reward for tests and homework!Come for a visit in Bear Country with this classic storybook from Stan and Jan Berenstain. Brother isn’t doing his schoolwork, and it’s starting to catch up with him. Now that he got a bad grade on his quiz, how is he going to tell Mama and Papa?",96.0,9780394873367.0,"August 1, 1987",1987,Random House Books for Young Readers,1980.0,bear
https://www.goodreads.com/book/show/1129315.The_Berenstain_Bears_Trouble_at_School,bear,he/him,,he/him,33,17469,The Berenstain Bears' Trouble at School,Stan Berenstain,1980s,,4.21,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344369313i/1129315.jpg,"Get ready to go back to school with the Berenstain Bears! This story is a perfect way to teach children about responsibility and the importance of doing your schoolwork--with over 50 bonus stickers that make a great reward for tests and homework!Come for a visit in Bear Country with this classic storybook from Stan and Jan Berenstain. Brother isn’t doing his schoolwork, and it’s starting to catch up with him. Now that he got a bad grade on his quiz, how is he going to tell Mama and Papa?",96.0,9780394873367.0,"August 1, 1987",1987,Random House Books for Young Readers,1980.0,bear
